country_code,country_name,year,barley_export_qty_t,barley_export_value_ths_usd,butter_of_cow_milk_export_qty_t,butter_of_cow_milk_export_value_ths_usd,cattle_export_qty_an,cattle_export_value_ths_usd,cheese_from_milk_of_sheep_export_qty_t,cheese_from_milk_of_sheep_export_value_ths_usd,cheese_from_whole_cow_milk_export_qty_t,cheese_from_whole_cow_milk_export_value_ths_usd,chickens_export_qty_ths_an,chickens_export_value_ths_usd,cream_fresh_export_qty_t,cream_fresh_export_value_ths_usd,crops_and_livestock_products_export_value_ths_usd,dairy_products_export_qty_t,dairy_products_export_value_ths_usd,eggs_liquid_export_qty_t,eggs_liquid_export_value_ths_usd,goats_export_qty_an,goats_export_value_ths_usd,hen_eggs_in_shell_fresh_export_qty_t,hen_eggs_in_shell_fresh_export_value_ths_usd,meat_of_cattle_boneless_export_qty_t,meat_of_cattle_boneless_export_value_ths_usd,meat_of_cattle_with_the_bone_export_qty_t,meat_of_cattle_with_the_bone_export_value_ths_usd,meat_of_chickens_export_qty_t,meat_of_chickens_export_value_ths_usd,meat_of_goat_export_qty_t,meat_of_goat_export_value_ths_usd,meat_of_pig_boneless_export_qty_t,meat_of_pig_boneless_export_value_ths_usd,meat_of_pig_with_the_bone_export_qty_t,meat_of_pig_with_the_bone_export_value_ths_usd,meat_of_sheep_export_qty_t,meat_of_sheep_export_value_ths_usd,oats_export_qty_t,oats_export_value_ths_usd,oats_rolled_export_qty_t,oats_rolled_export_value_ths_usd,other_vegetables_fresh_export_qty_t,other_vegetables_fresh_export_value_ths_usd,potatoes_export_qty_t,potatoes_export_value_ths_usd,raw_milk_of_cattle_export_qty_t,raw_milk_of_cattle_export_value_ths_usd,sheep_export_qty_an,sheep_export_value_ths_usd,skim_milk_and_whey_powder_export_qty_t,skim_milk_and_whey_powder_export_value_ths_usd,skim_milk_condensed_export_qty_t,skim_milk_condensed_export_value_ths_usd,skim_milk_of_cows_export_qty_t,skim_milk_of_cows_export_value_ths_usd,swine_per_pigs_export_qty_an,swine_per_pigs_export_value_ths_usd,vegetable_products_export_qty_t,vegetable_products_export_value_ths_usd,vegetables_frozen_export_qty_t,vegetables_frozen_export_value_ths_usd,wheat_export_qty_t,wheat_export_value_ths_usd,whole_milk_condensed_export_qty_t,whole_milk_condensed_export_value_ths_usd,whole_milk_powder_export_qty_t,whole_milk_powder_export_value_ths_usd,wool_degreased_or_carbonized_export_qty_t,wool_degreased_or_carbonized_export_value_ths_usd,wool_hair_waste_export_qty_t,wool_hair_waste_export_value_ths_usd,wool_shoddy_export_qty_t,wool_shoddy_export_value_ths_usd
32,Argentina,2010,535794.0,107458.0,10477.0,40873.0,960.0,1691.0,,,45547.0,191322.0,340.0,1126.0,655.0,815.0,32781403.02,3865.0,16704.0,192.0,264.0,0.0,0.0,1080.0,1631.0,152180.0,1040999.0,2600.0,8015.0,251019.0,379140.0,901.0,2024.0,13.0,16.0,0.0,0.0,7326.0,30015.0,556.0,229.0,838.0,910.0,19825.0,8624.0,29771.0,7517.0,17430.0,11180.0,4599.0,194.0,19891.0,61489.0,,,54.0,35.0,0.0,0.0,96.0,210.0,4009.0,4428.0,4038997.0,901823.0,0.0,0.0,129135.0,459581.0,2928.0,12495.0,3852.0,9722.0,,
32,Argentina,2011,2149148.0,552184.0,19345.0,85564.0,421.0,682.0,,,60626.0,286444.0,283.0,1179.0,976.0,1295.0,43206466.6,3416.0,16097.0,71.0,230.0,0.0,0.0,1051.0,1374.0,124903.0,1135297.0,4848.0,18904.0,266487.0,432099.0,736.0,2101.0,5.0,4.0,0.0,0.0,5383.0,30890.0,6368.0,1533.0,781.0,904.0,16776.0,9953.0,20020.0,4897.0,13446.0,9845.0,76.0,35.0,18556.0,68659.0,,,1088.0,837.0,0.0,0.0,16.0,58.0,4299.0,5079.0,8411136.0,2508660.0,0.0,0.0,202019.0,843459.0,1981.0,11903.0,3194.0,11381.0,,
32,Argentina,2012,3448276.0,842808.0,17123.0,59277.0,2398.0,4714.0,,,55500.0,254933.0,243.0,1161.0,0.0,0.0,40691544.0,2628.0,10895.0,0.0,0.0,0.0,0.0,538.0,771.0,111419.0,992045.0,357.0,1476.0,329124.0,528655.0,105.0,328.0,26.0,34.0,0.0,0.0,2963.0,15024.0,13673.0,2851.0,1110.0,1199.0,1713.0,966.0,15047.0,3408.0,5867.0,4623.0,5.0,13.0,14136.0,49811.0,,,55.0,40.0,0.0,0.0,386.0,1833.0,1090.0,1651.0,11461359.0,2937805.0,0.0,0.0,204489.0,768717.0,951.0,5233.0,3072.0,11544.0,,
32,Argentina,2013,3359576.0,912296.0,12997.0,54565.0,280.0,616.0,,,53159.0,254977.0,289.0,1190.0,0.0,0.0,40052231.0,3869.0,12412.0,0.0,0.0,0.0,0.0,0.0,0.0,124986.0,976371.0,4106.0,16741.0,365516.0,649339.0,35.0,35.0,60.0,85.0,0.0,0.0,1604.0,6753.0,1811.0,706.0,849.0,912.0,1400.0,1230.0,47114.0,11328.0,4263.0,3187.0,49.0,47.0,25379.0,106507.0,,,43.0,33.0,0.0,0.0,4.0,18.0,288.0,642.0,2388934.0,725394.0,0.0,0.0,189029.0,845118.0,1917.0,11855.0,2267.0,8687.0,,
32,Argentina,2014,2730126.59,627916.0,9717.33,45306.0,622.0,1569.0,,,57227.12,286354.0,196.0,1144.0,,,35866213.48,2612.66,8900.0,,,,,725.61,2345.0,138147.61,1036372.0,886.13,2418.0,310197.93,546677.0,68.57,44.0,24.36,27.0,27.0,32.0,3303.71,13954.0,1939.46,854.0,733.9,911.0,1506.95,1320.0,15220.15,3916.0,3897.59,2837.0,16.0,49.0,21701.34,92275.0,,,15.76,13.0,94.0,93.0,24.71,49.0,446.73,807.0,1852411.34,603676.0,,,144724.73,713530.0,2070.67,10630.0,2263.76,8045.0,6.19,15.0
32,Argentina,2015,1541983.11,348782.0,7614.07,25941.0,334.0,731.0,,,43274.1,175478.0,181.0,1059.0,,,32745692.47,2641.06,6488.0,69.34,172.0,,,1088.83,4045.0,130945.14,862970.0,552.88,925.0,212674.84,307779.0,173.04,184.0,361.3,520.0,,,1453.92,5918.0,1640.24,623.0,545.93,782.0,1717.11,1761.0,30082.79,5372.0,2422.57,1831.0,27.0,33.0,24228.48,62144.0,,,20.87,17.0,157.0,117.0,,,732.82,1197.0,4311206.53,1032845.0,,,138279.53,496027.0,1792.8,8816.0,1988.64,7339.0,,
32,Argentina,2016,3227439.35,599701.0,4052.34,15243.0,375.0,871.0,,,52626.41,189551.0,127.0,740.0,,,34879708.28,2446.5,5545.0,434.76,1117.0,3.0,3.0,17.48,47.0,149570.26,1013573.0,4758.69,14182.0,183347.33,237602.0,183.93,334.0,524.0,625.0,,,1527.83,6698.0,3392.42,1035.0,1541.61,1140.0,1635.08,1369.0,75486.16,19203.0,1194.68,822.0,25.0,26.0,25790.89,57283.0,,,51.58,34.0,8.0,23.0,34.94,143.0,585.69,813.0,10266234.05,1867745.0,,,109555.99,294336.0,1853.38,11253.0,1912.19,8038.0,,
32,Argentina,2017,2564499.82,456491.0,3028.39,16707.0,202.0,750.0,,,44077.36,197852.0,440.0,1445.0,,,33176619.45,1948.53,5388.0,114.41,294.0,,,144.11,189.0,203924.75,1282110.0,4652.1,14109.0,204098.83,285244.0,171.51,477.0,900.83,1764.0,857.59,1868.0,1734.78,7985.0,837.99,390.0,1020.86,1026.0,1439.85,1338.0,43508.61,6366.0,1517.77,945.0,10.0,10.0,20117.68,51609.0,,,30.17,24.0,269.0,129.0,10.9,17.0,728.4,1150.0,13099132.92,2361855.0,,,70842.13,231059.0,1198.94,6834.0,2119.83,9083.0,,
32,Argentina,2018,2587695.8,537089.0,5090.26,23440.0,208.0,836.0,,,48784.9,198417.0,,,,,31073789.01,,,,,,,,,363637.26,1929503.0,2016.0,2375.0,162443.43,238736.0,,,3400.38,8108.0,5815.58,12275.0,927.8,5427.0,70.27,39.0,619.0,617.0,1421.53,918.0,40417.45,3452.0,415.02,267.0,26.0,27.0,21271.63,46613.0,,,,,,,,,162.16,164.0,11724765.36,2419213.0,,,122159.81,362938.0,845.99,4680.0,1444.07,5105.0,,
32,Argentina,2019,2517497.4,587557.0,9216.51,43771.0,402.0,1051.0,,,50071.74,198028.0,,,,,35946818.36,,,,,,,,,543389.13,3005844.0,18892.26,68265.0,230513.9,358972.0,189.37,368.0,4924.12,13293.0,5891.76,12066.0,1058.61,5066.0,,,,,1496.69,831.0,61086.25,7718.0,505.31,293.0,58.0,38.0,22209.34,53412.0,,,,,,,,,,,10542597.82,2295535.0,,,92986.42,286030.0,699.52,2965.0,1244.19,7170.0,,
32,Argentina,2020,2233130.0,457326.0,14126.77,52453.0,125.0,221.0,,,57392.73,219394.0,,,,,33308378.29,,,,,,,,,553945.31,2576998.0,62032.43,130095.0,179460.36,246749.0,,,12069.85,28875.0,10963.79,23120.0,1111.06,5918.0,3085.16,517.0,62.33,16.0,1927.2,760.0,60710.56,5202.0,2283.09,1086.0,,,24702.98,64140.0,,,,,,,,,,,10196930.53,2029494.0,,,142458.86,428290.0,134.65,394.0,486.77,2574.0,,
32,Argentina,2021,2295881.24,543271.0,14933.95,59605.0,,,,,55018.57,230033.0,,,,,37784613.85,,,,,,,,,451654.0,2512822.0,108269.85,220537.0,156542.47,231652.0,,,7498.28,18732.0,8778.36,20427.0,81.48,406.0,440.96,57.0,,,1540.43,730.0,53731.97,5969.0,963.75,550.0,,,13809.71,41331.0,,,,,,,,,346.47,169.0,9485175.01,2454059.0,,,128565.55,442458.0,44.73,182.0,,,,
32,Argentina,2022,3684543.7,1161362.0,17622.65,87199.0,113.0,118.0,,,65736.69,306932.0,,,,,50219284.1,,,,,,,,,527694.65,3246475.0,101271.39,188794.0,179621.83,298838.0,272.73,324.0,460.56,133.0,,,1672.72,5961.0,514.78,174.0,,,2047.83,911.0,54702.26,8312.0,6024.13,3692.0,42.0,11.0,29208.5,108052.0,,,,,,,,,1187.7,605.0,12938182.07,4000808.0,,,151400.08,602695.0,363.96,1753.0,770.56,4871.0,,
32,Argentina,2023,2837265.0,914898.0,15214.73,68606.0,165.0,190.0,,,66714.17,306961.0,,,,,32777888.27,,,,,,,,,550693.61,2571249.0,129904.82,187565.0,115296.42,116270.0,123.31,129.0,1231.61,740.0,,,1443.7,3371.0,81.52,38.0,,,1967.05,832.0,42306.34,6242.0,8583.78,5916.0,,,20880.36,70759.0,,,4812.45,3312.0,,,,,1443.92,827.0,2844595.54,999432.0,,,103025.55,371818.0,299.67,1246.0,625.69,3995.0,,
36,Australia,2000,2956215.0,389939.0,114849.0,169032.0,895982.0,279900.0,,,232735.0,529316.0,2322.0,486.0,12290.0,10900.0,15512645.0,4567.0,10264.0,685.0,902.0,51301.0,1789.0,129.0,715.0,880289.0,1994933.0,49508.0,86249.0,14127.0,9977.0,10569.0,22095.0,,,39007.0,93187.0,300123.0,479903.0,138639.0,15519.0,17234.0,6180.0,8577.0,8099.0,30698.0,8554.0,67605.0,32565.0,5421408.0,123503.0,219267.0,349958.0,,,7205.0,4245.0,373.0,258.0,501.0,723.0,4453.0,4143.0,17724364.0,2219498.0,15719.0,14547.0,203915.0,371840.0,108759.0,365628.0,13134.0,17221.0,,
36,Australia,2001,2189180.0,282241.0,97411.0,147930.0,826274.0,282011.0,,,206303.0,507237.0,8.0,9.0,14524.0,12925.0,15772403.16,1954.0,5269.0,762.0,931.0,105817.0,3489.0,96.0,493.0,938345.0,2253006.0,32297.0,62380.0,20367.0,12006.0,10599.0,18555.0,,,52751.0,122541.0,295924.0,559361.0,86352.0,11918.0,18269.0,6303.0,12689.0,8439.0,37284.0,8064.0,59235.0,28733.0,6818250.0,189506.0,180559.0,360809.0,,,8142.0,4540.0,2448.0,798.0,342.0,675.0,5148.0,4158.0,15542103.0,2239694.0,24227.0,21261.0,189846.0,395102.0,91560.0,322476.0,10618.0,16030.0,,
36,Australia,2002,3687653.0,457254.0,110117.0,143617.0,972340.0,331865.0,,,206742.0,488609.0,52.0,68.0,18820.0,17763.0,16030888.0,1673.0,4119.0,914.0,1078.0,136125.0,5574.0,96.0,513.0,911237.0,2170330.0,39463.0,76314.0,16853.0,9436.0,13773.0,25741.0,,,61898.0,145630.0,280828.0,590502.0,202921.0,28111.0,25551.0,9377.0,11372.0,8482.0,38229.0,11543.0,59150.0,30999.0,6076802.0,223067.0,240588.0,330235.0,,,9300.0,5642.0,2419.0,806.0,213.0,348.0,3423.0,2801.0,14697182.0,2249551.0,22948.0,21477.0,245229.0,425729.0,75217.0,345570.0,8699.0,11641.0,,
36,Australia,2003,2205071.0,354033.0,80864.0,121248.0,774226.0,316918.0,,,209359.0,485476.0,0.0,0.0,23658.0,24599.0,15146159.0,1534.0,3809.0,726.0,921.0,72335.0,8081.0,108.0,571.0,840054.0,2275259.0,32163.0,75056.0,15778.0,9986.0,13469.0,31494.0,,,58020.0,141166.0,233943.0,634935.0,97927.0,20081.0,25638.0,12598.0,7625.0,7670.0,46846.0,16129.0,55730.0,33458.0,4742432.0,222902.0,133994.0,206184.0,,,8199.0,5554.0,556.0,249.0,573.0,1288.0,2708.0,3460.0,9503389.0,1574014.0,14589.0,15697.0,165416.0,342518.0,51301.0,293464.0,5914.0,10676.0,,
36,Australia,2004,6710009.0,957696.0,73617.0,142688.0,637152.0,351391.0,,,238026.0,643575.0,37.0,70.0,27826.0,37908.0,20915211.0,2272.0,5786.0,845.0,1228.0,50486.0,3449.0,750.0,2374.0,929026.0,3296695.0,34785.0,96400.0,14474.0,10719.0,16431.0,43879.0,,,46140.0,122346.0,258651.0,786435.0,214513.0,30230.0,36058.0,16327.0,6483.0,8575.0,52345.0,19995.0,50002.0,35920.0,3397140.0,168647.0,151854.0,304847.0,,,6857.0,5573.0,1173.0,371.0,121.0,243.0,5023.0,5954.0,18450822.0,3089044.0,14128.0,18140.0,172115.0,408747.0,54768.0,292517.0,3914.0,9880.0,,
36,Australia,2005,3928049.0,566860.0,67559.0,161143.0,572799.0,311255.0,,,208043.0,642154.0,251.0,450.0,22245.0,36870.0,20074891.0,3294.0,9047.0,468.0,778.0,41732.0,3885.0,85.0,925.0,923138.0,3398957.0,53831.0,167920.0,17466.0,12785.0,20199.0,56747.0,,,41557.0,100604.0,293017.0,924273.0,134862.0,25419.0,41810.0,19453.0,6341.0,8941.0,50356.0,18700.0,56088.0,39785.0,4184920.0,214321.0,165699.0,378456.0,,,11144.0,9370.0,1362.0,404.0,143.0,420.0,3954.0,4563.0,13914503.0,2280547.0,13768.0,19154.0,156701.0,411521.0,48600.0,251559.0,2775.0,5776.0,,
36,Australia,2006,4799488.0,698931.0,78355.0,149419.0,637082.0,337367.0,,,209548.0,630559.0,1446.0,2468.0,18795.0,29477.0,21145546.0,1442.0,5474.0,340.0,580.0,57527.0,5369.0,157.0,839.0,954118.0,3494841.0,52983.0,167191.0,16149.0,11068.0,21952.0,68268.0,,,44853.0,113683.0,320746.0,969503.0,185574.0,35284.0,47609.0,22700.0,6154.0,9779.0,34809.0,14880.0,52615.0,34733.0,4185538.0,221067.0,184486.0,397982.0,,,10463.0,8840.0,455.0,241.0,335.0,698.0,2090.0,3493.0,14975540.0,2540673.0,15581.0,22175.0,168655.0,383236.0,46397.0,236287.0,1818.0,4279.0,,
36,Australia,2007,1840143.0,451357.0,65433.0,157931.0,719527.0,436137.0,,,217219.0,744778.0,1138.0,3925.0,16908.0,27264.0,20986053.0,1838.0,9827.0,228.0,428.0,89933.0,9510.0,90.0,786.0,940625.0,3582282.0,51320.0,181448.0,24541.0,18709.0,15988.0,51637.0,,,40550.0,115295.0,320978.0,1049351.0,30207.0,10795.0,46927.0,34212.0,5340.0,10290.0,25538.0,12214.0,50894.0,39273.0,3773029.0,219749.0,133689.0,449113.0,,,10124.0,9651.0,468.0,481.0,141.0,290.0,2030.0,3590.0,6755804.0,1606491.0,16881.0,27591.0,116107.0,407178.0,37244.0,258482.0,1470.0,4988.0,,
36,Australia,2008,3485080.0,1071782.0,47515.0,176652.0,868510.0,545637.0,,,157931.0,773333.0,2036.0,5413.0,10405.0,26136.0,24160981.0,1086.0,6189.0,237.0,463.0,79763.0,7860.0,172.0,1279.0,939356.0,4061227.0,55052.0,187635.0,27189.0,25322.0,17528.0,53113.0,,,35580.0,104651.0,315783.0,1128818.0,191670.0,52433.0,59929.0,40169.0,6127.0,11898.0,15547.0,10284.0,45590.0,41970.0,4214989.0,274673.0,125582.0,437259.0,,,8815.0,9623.0,312.0,255.0,128.0,326.0,1949.0,3863.0,8278014.0,2541255.0,15418.0,31973.0,140887.0,600542.0,33446.0,220529.0,979.0,4334.0,,
36,Australia,2009,3247894.0,605938.0,83466.0,178612.0,954143.0,527377.0,,,162412.0,554512.0,1778.0,6843.0,10393.0,21153.0,22312598.0,255.0,539.0,400.0,735.0,97621.0,9093.0,165.0,1241.0,917905.0,3302972.0,46366.0,105261.0,29231.0,26529.0,24758.0,68249.0,,,30041.0,93656.0,310328.0,1151699.0,168218.0,38677.0,70886.0,41826.0,6531.0,12005.0,30254.0,16550.0,50964.0,44340.0,3567609.0,255559.0,167435.0,359145.0,,,10040.0,11750.0,83.0,66.0,284.0,588.0,2497.0,4233.0,14996065.0,3254699.0,15159.0,28547.0,133358.0,351594.0,32136.0,170507.0,766.0,2155.0,,
36,Australia,2010,3948638.0,740695.0,56732.0,226704.0,873573.0,624151.0,,,160071.0,682834.0,698.0,5971.0,8242.0,21440.0,26748908.0,252.0,609.0,210.0,417.0,81014.0,9513.0,74.0,454.0,911844.0,3843237.0,56749.0,176965.0,24741.0,28477.0,26221.0,104062.0,,,31418.0,99141.0,268282.0,1356014.0,207718.0,46461.0,76754.0,49555.0,4447.0,9202.0,36577.0,21945.0,58469.0,56960.0,2978154.0,297337.0,132097.0,401666.0,,,8950.0,10801.0,249.0,162.0,385.0,961.0,2220.0,4836.0,15888042.0,3845505.0,14000.0,33444.0,114585.0,408582.0,25995.0,197447.0,463.0,1657.0,,
36,Australia,2011,4484743.0,1266559.0,22800.0,112782.0,625435.0,581985.0,,,132898.0,601223.0,695.0,5502.0,7723.0,22705.0,32982055.0,305.0,1371.0,371.0,805.0,58615.0,7775.0,385.0,1921.0,853516.0,4168951.0,53166.0,203726.0,29235.0,35263.0,25149.0,120554.0,17244.0,51146.0,11355.0,50918.0,234803.0,1440579.0,195495.0,34272.0,69616.0,57602.0,3909.0,9556.0,37291.0,26596.0,64527.0,67596.0,2308449.0,317954.0,126697.0,436404.0,,,7881.0,9811.0,0.0,0.0,291.0,190.0,1162.0,2209.0,17657181.0,5709036.0,8352.0,29576.0,105820.0,419341.0,23796.0,248028.0,83.0,161.0,,
